ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS
3381,1859,8,21,11,55,40,26,IMROZ - AEGEAN SEA,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,6.8,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3381,"""It was thought the earthquake was felt between 30 and 43 degrees North for a distance of 8 degrees along the longitude. The ground in low places cracked and water streamed out of the fissures."" (reference #2130)"
3446,1867,2,4,,,38.39,20.52,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.4,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3446,"1867, February 4. Islands of Kefallania and Levkas. Tsunami. (reference #2130)"
3479,1270,3,,,,41.3,19.5,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3479,Sea inundation. (reference #2427)
3453,1875,3,18,18,0,44.2,12.4,ADRIATIC SEA,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3453,"1875, March 18, 0Oh51m. Adriatic Sea, Italy. A destructive earthquake occurred in Cesenatico, Rimini, Cervia and Senigallia. The sea receded from the coast to an
insignificant distance, and then flooded it. The tsunami waves were observed from Cervia io Rimini. (reference #2130)"
3481,1343,10,20,14,,41,28.1,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3481,Sea disturbance. (reference #2427)
3395,1954,2,,,,38.789,15.213,STROMBOLI ISLAND,ITALY,Mediterranean Sea,Volcano,Definite Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3395,"From February - March, 1954, in the Tyrrhenian Sea, Lipari Island, an intensive eruption of the volcano of Stromboli occurred with a release of burning clouds and a discharge of lava. Tsunami waves originated (i = 3 - 4); their propagation times from the moment of the explosion were the following: 10 min to Ginostra, 25 min to the Island of Panarea, 60 min to Lipari and 90 min to the shore of Sicily. (reference #2130)
<P>1954, February. 38<sup>o</sup>48'N, 15<sup>o</sup>12'E. Tsunami intensity 2. A strong explosive eruption at Stromboli volcano at the upper end of the conduit, with lava effusion from February 1, 1954 to March 13, 1954. Formation of clouds and generation of a tsunami. Tsunami delay times after the explosion are reported by  Imbò (ref #3554): Ginostra (Stromboli) 10 min, Panarea 25 min, Lipari 60 min, Sicilian coast 90 min. The above delay times are inconsistent with tsunami travel times. (reference #4139)
<P>1954, February 1. Ash fallout, hot avalanches, tsunami. (reference #10534)"
3413,1906,4,4,,,40.821,14.426,TYRRHENIAN SEA,ITALY,Mediterranean Sea,Volcano,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3413,"1906, April 4. Tyrrhenian Sea, Bay of Naples. The level of the sea near Naples and in Portico, in Vico Equense and in the Island of Ischia oscillated with an average amplitude of 40 cm, i = 3 during the eruption of Vesuvius. (reference #2130)"
3427,258,,,,,41.9,12.45,TYRRHENIAN SEA,ITALY,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,4,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3427,"258. Tyrrhenian Sea, Italy. 42 N,12.5 E, earthquake intensity VIII, tsunami intensity 4. An earthquake destroyed more than 1,000 houses in Rome and was accompanied by a high rise of water in the sea. (reference #2130)
<P>258. Coste laziali, 42 N, 12.5 E, earthquake intensity VIII.
<ul>
<dd>258. According to Rutilio Benincasa in 258 an earthquake ruined in Rome more than a thousand houses: Morigia adds that it was accompanied by major rises sea &#8203;&#8203;water. (Baratta, 1901, ref #4123)
<dd>258. Tsunami reported. (Carozzo, 1973, ref 10513)
</UL>(reference #3470)"
3478,1231,3,11,,,41,28.6,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,,3,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3478,"1231, March 11. Marmara Sea, 41<sup>o</sup>N, 28<sup>o</sup>36'E, earthquake intensity VIII, magnitude 6.9, tsunami intensity 3, reliability 2. Large sea inundation. (reference #2427)
<P>1231, March 11. Constantinople. Little is known about this earthquake, which caused the collapse of churches and some walls in Constantinople, which at the time was held by the Franks. Also it is not certain that this earthquake damaged the church of the Apostles. It is said that as a result of the earthquake the Marmaran sea grew very rough.
The sources are too vague about this event making it impossible to identify its actual effects and its epicentral region, which must be sought in the Sea of Marmara close to Constantinople. (reference #9116)"
3412,1905,,,,,37.3,9.9,BALEARIC SEA,TUNISIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3412,"1905. Balearic Sea, Africa, Tunisia. Tsunami waves were observed in Bizerte. (reference #2130)
<P>Little information regarding the occurrence of seismic sea waves on the Tunisian coast is available, except that reported in Bothè's catalogue (*) for the 1905 earthquake in the Bizerta area. (*) Catalogue des seimes Tunisiens, Strasbourg, June 1962 (unpublished). (reference #9899)"
3380,1856,8,22,11,40,37.1,5.7,SEA OF ALBORAN,ALGERIA,Mediterranean Sea,Earthquake,Probable Tsunami,,,4,,,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3380,"August 22,1856, 11h4Om, 37.1 N, 5.7 E, Sea of Alboran, Algeria. An earthquake occurred at the same place as the preceding one [Aug. 21, 1856, 21h45m], but it was stronger. The earthquake generated tsunami waves. They were 2-3 m high in Jijel and flooded the shore several times. Lops in the sea were conserved for three days and nights. The sea near Philippeville suddenly receded and gradually returned flooding the shore up to a height of 60 cm. It receded after the earthquake in Bougie by approximately 35 m and then rose 5 m and flooded the shore 5-6 times. The sea near Bougie rose along the shore by approximately 1 m and flooded the coastal strip several times; it lasted 12 h. According to Ambraseys, the formation of this and of the previous tsunami was not related to seismo-tectonic movements of the sea bottom, but to turbulent flows, as during the September 9, 1954 events. (reference #2130)
<P>1856, August 21, 11:40 UTC, 36.833 N, 5.717 E, earthquake intensity VIII, tsunami intensity 4. Strong shock destroying almost completely the coastal town of Jijel (Perrey). Felt over a very wide area: radius of the area within the intensity III isoline about 360 km (Ambraseys). 3-5 persons killed. Felt also in Nice and Genoa. At Jijel, 2-3 m high waves, flooding the coast.
At Philippeville (now called Skikda) the sea sudden ebbed and gradually returning flooding the coast to a height of 0.6 m (Ambraseys). At Bougie, sea level rising by 5 m flooding the coast 5-6 times. At Bone, 1 m level rise with coastal flooding. (reference #4139)"
3416,1914,1,15,4,28,43.5,10.2,LIGURIAN SEA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3416,"1914, January 15, 04h28m. Ligurian Sea, Italy. Several repetitive underground shocks occurred in Livorno: the fourth one was accompanied by a strong boom and by a roughness
of the sea with a surf at the curved pier of the port. (reference #2130)"
3410,1903,5,13,,,38.1,13.4,CALABRIAN ARC,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3410,"May 13 and 14, 1903. Calabrian Arc, Island of Sicily, northern shore. According to Moreka, a seaquake occurred in Palermo. (reference #2130)
<P>May 13 and 14, 1903, coast of Calabria, Palmermo. (reference #2426)"
3409,1896,10,16,6,15,43.7,8.1,LIGURIAN SEA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3409,"1896, October 16. Ligurian Sea, Italy. A very strong earthquake occurred in San Remo and Oneglia. Ships in the port of Savons felt a blow. The focus of the shock was possibly located in the sea between San Remo and Oneglia. The sea became rough twice in Sun Remo. (reference #2130)"
3408,1895,11,1,,,41.7,12.2,TYRRHENIAN SEA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3408,"1895, November 1. Tyrrhenian Sea, Flumicino. An earthquake and oscillations in the sea level took place. Fish vanished along the shore. (reference #2130)"
3404,1939,1,27,20,10,38.5,14.7,CALABRIAN ARC,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,15,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3404,"1939, January 27, night. Tyrrhenian Sea, Lipari Islands. An earthquake occurred on the Islands of Filicudi, Salina and others. It was felt on a ship anchored in the port of Lipari as strong vertical vibrations. The roughness of the sea possibly accompanied the
shock. (reference #2130)"
3402,1928,4,24,1,14,38,23.5,AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,5,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3402,"1928, April 24, 01:15 UTC. 38 N, 23.5 E, magnitude 5, Aegean Sea. Unusual movements of the sea were observed between the morning of April 24 and the morning of April 25 near the shores of Greece and on islands from the northern coast of the Island of Crete up to the Island of Limos. <P>Irregular quick rises and drops of the sea level were noted near the embankment of the port in Piraeus at 09h. Their period was approximately 10 min between 15"" and 16h30"" and at about 20h. The level rose up to 0.5 m (2 feet). In addition, noticeable flows were observed in front of the port and near its entrance. The 25 cm drop in the sea level was observed on the Island of Andros at 1Oh; suddenly, the level assumed its usual position after 1.5 hours. A sudden 40 - 50 cm rise in the sea level was observed on the Island of Syros at approximately 09h30m, a drop of approximately 20cm lower than the usual level followed after 5 min.
<P>A rise and fall of sea level almost the same as on April 22 were observed in Karistos during the whole day, especially between 12h and 23h. Currents changed direction every 5 minutes; the sea would rapidly flow into the port and then recede, its level falling by 30 cm. A sudden rise over 0.5 m in the sea level was observed in Chalkida near the port and in the northern port at approximately 1l hth;is lasted about 15 min. The sea level was observed to rise a little relative to its usual position at 2zh together with an unprecedentedy rapid flow.
<P>At approximately 10h, the sea receded from the coast of the Island of Mykonos in many places, especially near the village of Mykonos, where the sea receded for a distance of 15 - 20 m. At the same time, a similar phenomenon occurred in the port of Mykotios, where the water receded  approximately for 10 m. The water rose by 0.5 m on the Zslatid of Milos within the entire bay of the same name. <P>Workers in the port of Heruckon claimed that the sea level rose by 1 my other witnesses observed an insignificant rise in the level. Fishermen in a small
boat 6 km to the east of Heracleon noticed a 0.5 m drop of the sea level, and the crew of a sailing vessel sailing 20 km to the west of the town noticed a similar rise of the level at about 12h. According to an engineer of the port of Heracleon, the sea surface at first rose and subsided rapidly; the amplitude of these oscillations increased gradually. A strong wave 2m high rolled up onto the
coast at approximately 14h; the water covered the parapet of the pier. An offshore current followed immediately after the wave with such a force that the fishing boats near the port were carried out into the open sea. Then the currents
weakened gradually and ceased altogether by 07h on the following day, i.e. on April 25. According to a report of the director of the weather bureau in Heracleon, the sea currents had a velocity of about 6 knots.
<P>The water receded from the coast by approximately 1.5 m as a result of a lowering of the sea level in Nafplio at 14'30m. The reverse flow appeared several minutes later, and the normal level was exceeded by 0.5 m. Then, the water receded again, and the level returned into its usual position. According to accounts, a similar phenomenon took place on the shore of Tolo, 12 km from Nafplio.
<P>Judging from the onset time of the tsunami in various places, the source of waves more or less coincided with the focus of the main earthquake on April 22 and with its aftershock on April 24, the data on which were given above. But the waves, apparently, began 5 hours after the shock. It can therefore be assumed that they were caused by a powerful underwater landslide. (reference #2130)"
3400,1940,1,15,13,19,38.067,13.467,NORTHERN SICILY,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.1,15,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3400,"1940, January 15. Calabrian Arc, Island of Sicily, the northern shore. An earthquake occurred in Misilmeri and Villabate near Palermo. A loud noise was heard far
away from the area that underwent the strongest shocks. Very rough sea was observed near Palermo and the adjacent shores. (reference #2130)
<p>Sea waves in gulf of Palermo (reference #4139)"
